"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"resp-net-plandefinition","PlanDefinition.action:executeReportingWorkflow.action:isInpatientEncounterReportable.dynamicValue.modifierExtension","PlanDefinition.action.action.dynamicValue.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:executeReportingWorkflow.action:isInpatientEncounterReportable.dynamicValue.path","PlanDefinition.action.action.dynamicValue.path","","","",0,1,"","","","string {[]} {[]}
","The path to the element to be set dynamically","The path to the element to be customized. This is the path on the resource that will hold the result of the calculation defined by the expression. The specified path SHALL be a FHIRPath resolveable on the specified target type of the ActivityDefinition, and SHALL consist only of identifiers, constant indexers, and a restricted subset of functions. The path is allowed to contain qualifiers (.) to traverse sub-elements, as well as indexers ([x]) to traverse multiple-cardinality sub-elements (see the [Simple FHIRPath Profile](http://hl7.org/fhir/R4/fhirpath.html#simple) for full details).","To specify the path to the current action being realized, the %action environment variable is available in this path. For example, to specify the description element of the target action, the path would be %action.description. The path attribute contains a [Simple FHIRPath Subset](http://hl7.org/fhir/R4/fhirpath.html#simple) that allows path traversal, but not calculation.","","","","","","","","",,,,,"",,,,"PlanDefinition.action.dynamicValue.path",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:executeReportingWorkflow.action:isInpatientEncounterReportable.dynamicValue.expression","PlanDefinition.action.action.dynamicValue.expression","","","",0,1,"","","","Expression {[]} {[]}
","An expression that provides the dynamic value for the customization","An expression specifying the value of the customized element.","The expression may be inlined or may be a reference to a named expression within a logic library referenced by the library element.","","","","","","","","",,,,,"",,,,"PlanDefinition.action.dynamicValue.expression",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:executeReportingWorkflow.action:isInpatientEncounterReportable.action","PlanDefinition.action.action.action","","","",0,*,"","","","null {[]} {[]}
","A sub-action","Sub actions that are contained within the action. The behavior of this action determines the functionality of the sub-actions. For example, a selection behavior of at-most-one indicates that of the sub-actions, at most one may be chosen as part of realizing the action definition.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.action",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport","PlanDefinition.action","createReport","","",1,1,"Y","","","BackboneElement {[]} {[]}
","All constraints on action are intended to apply to any nested constraints.","An action or group of actions to be taken as part of the plan.","Note that there is overlap between many of the elements defined here and the ActivityDefinition resource. When an ActivityDefinition is referenced (using the definition element), the overlapping elements in the plan override the content of the referenced ActivityDefinition unless otherwise documented in the specific elements. See the PlanDefinition resource for more detailed information.","","","","","","","","",,,,,"",,,,"PlanDefinition.action",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.id","PlanDefinition.action.id","","","",1,1,"Y","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""create-resp-net-report""/>","","","","",,,,,"",,,,"Element.id",0,1,"",""
"resp-net-plandefinition","PlanDefinition.action:createReport.extension","PlanDefinition.action.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.extension:trustServiceEndpoint","PlanDefinition.action.extension","trustServiceEndpoint","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/us/medmorph/StructureDefinition/us-ph-trust-service-endpoint]]} {[]}
","Indicates the endpoint address which implements Trust Services and can be used by specific actions requiring trust services with appropriate authorities and policies.","Indicates the endpoint address which implements Trust Services and can be used by specific actions requiring trust services with appropriate authorities and policies.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.modifierExtension","PlanDefinition.action.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.prefix","PlanDefinition.action.prefix","","","",0,1,"","","","string {[]} {[]}
","User-visible prefix for the action (e.g. 1. or A.)","A user-visible prefix for the action.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.prefix",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.title","PlanDefinition.action.title","","","",0,1,"","","","string {[]} {[]}
","User-visible title","The title of the action displayed to a user.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.title",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.description","PlanDefinition.action.description","","","",0,1,"Y","","","string {[]} {[]}
","Brief description of the action","A brief description of the action used to provide a summary to display to the user.","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""This action represents the creation, validation and submission of the RESP-NET report.""/>","","","","",,,,,"",,,,"PlanDefinition.action.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.textEquivalent","PlanDefinition.action.textEquivalent","","","",0,1,"","","","string {[]} {[]}
","Static text equivalent of the action, used if the dynamic aspects cannot be interpreted by the receiving system","A text equivalent of the action to be performed. This provides a human-interpretable description of the action when the definition is consumed by a system that might not be capable of interpreting it dynamically.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.textEquivalent",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.priority","PlanDefinition.action.priority","","","",0,1,"","","","code {[]} {[]}
","routine | urgent | asap | stat","Indicates how quickly the action should be addressed with respect to other actions.","","","","","","","","","",,"required","Identifies the level of importance to be assigned to actioning the request.","http://hl7.org/fhir/ValueSet/request-priority|4.0.1","",,,,"PlanDefinition.action.priority",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.code","PlanDefinition.action.code","","","",1,1,"Y","","","CodeableConcept {[]} {[]}
","Code representing the meaning of the action or sub-actions","A code that provides meaning for the action or action group. For example, a section may have a LOINC code for the section of a documentation template.","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""http://hl7.org/fhir/us/medmorph/CodeSystem/us-ph-plandefinition-actions""/>
    <code value=""create-report""/>
  </coding>
</valueCodeableConcept>","","","",,"extensible","The set of actions that can be used to create plan definition","http://hl7.org/fhir/us/medmorph/ValueSet/us-ph-plandefinition-action","",,,,"PlanDefinition.action.code",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.reason","PlanDefinition.action.reason","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Why the action should be performed","A description of why this action is necessary or appropriate.","This is different than the clinical evidence documentation, it's an actual business description of the reason for performing the action.","","","","","","","","",,,,,"",,,,"PlanDefinition.action.reason",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.documentation","PlanDefinition.action.documentation","","","",0,*,"","","","RelatedArtifact {[]} {[]}
","Supporting documentation for the intended performer of the action","Didactic or other informational resources associated with the action that can be provided to the CDS recipient. Information resources can include inline text commentary and links to web resources.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.documentation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.goalId","PlanDefinition.action.goalId","","","",0,*,"","","","id {[]} {[]}
","What goals this action supports","Identifies goals that this action supports. The reference must be to a goal element defined within this plan definition.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.goalId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.subject[x]","PlanDefinition.action.subject[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Group]]}","Type of individual the action is focused on","A code or group definition that describes the intended subject of the action and its children, if any.","The subject of an action overrides the subject at a parent action or on the root of the PlanDefinition if specified.

In addition, because the subject needs to be resolved during realization, use of subjects in actions (or in the ActivityDefinition referenced by the action) resolves based on the set of subjects supplied in context and by type (i.e. the patient subject would resolve to a resource of type Patient).","Multiple steps in a protocol often have different groups of steps that are focused on testing different things. The subject of an action specifies the focus of the action and any child actions.","","Patient","","","","","",,"extensible","The possible types of subjects for a plan definition (E.g. Patient, Practitioner, Organization, Location, etc.).","http://hl7.org/fhir/ValueSet/subject-type","",,,,"PlanDefinition.action.subject[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger","PlanDefinition.action.trigger","","","",0,*,"Y","","","TriggerDefinition {[]} {[]}
","When the action should be triggered","A description of when the action should be triggered.","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.trigger",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.id","PlanDefinition.action.trigger.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.extension","PlanDefinition.action.trigger.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.extension:namedEventType","PlanDefinition.action.trigger.extension","namedEventType","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/us/medmorph/StructureDefinition/us-ph-named-eventtype]]} {[]}
","US Public Health Named Event Type Extension","Indicates the types of named events to subscribe to from the Data Source(e.g., EHR)","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.type","PlanDefinition.action.trigger.type","","","",1,1,"Y","","Y","code {[]} {[]}
","named-event | periodic | data-changed | data-added | data-modified | data-removed | data-accessed | data-access-ended","The type of triggering event.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""named-event""/>","","","","",,"required","The type of trigger.","http://hl7.org/fhir/ValueSet/trigger-type|4.0.1","",,,,"TriggerDefinition.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.name","PlanDefinition.action.trigger.name","","","",0,1,"","","Y","string {[]} {[]}
","Name or URI that identifies the event","A formal name for the event. This may be an absolute URI that identifies the event formally (e.g. from a trigger registry), or a simple relative URI that identifies the event in a local context.","An event name can be provided for all event types, but is required for named events. If a name is provided for a type other than named events, it is considered to be a shorthand for the semantics described by the formal description of the event.","","","","","","","","",,,,,"",,,,"TriggerDefinition.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.timing[x]","PlanDefinition.action.trigger.timing[x]","","","",0,1,"","","Y","Timing {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Schedule]]}date {[]} {[]}dateTime {[]} {[]}","Timing of the event","The timing of the event (if this is a periodic trigger).","","","","","","","","","",,,,,"",,,,"TriggerDefinition.timing[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.data","PlanDefinition.action.trigger.data","","","",0,*,"","","Y","DataRequirement {[]} {[]}
","Triggering data of the event (multiple = 'and')","The triggering data of the event (if this is a data trigger). If more than one data is requirement is specified, then all the data requirements must be true.","This element shall be present for any data type trigger.","","","","","","","","",,,,,"",,,,"TriggerDefinition.data",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.trigger.condition","PlanDefinition.action.trigger.condition","","","",0,1,"","","Y","Expression {[]} {[]}
","Whether the event triggers (boolean expression)","A boolean-valued expression that is evaluated in the context of the container of the trigger definition and returns whether or not the trigger fires.","This element can be only be specified for data type triggers and provides additional semantics for the trigger. The context available within the condition is based on the type of data event. For all events, the current resource will be available as context. In addition, for modification events, the previous resource will also be available. The expression may be inlined, or may be a simple absolute URI, which is a reference to a named expression within a logic library referenced by a library element or extension within the containing resource. If the expression is a FHIR Path expression, it evaluates in the context of a resource of one of the type identified in the data requirement, and may also refer to the variable %previous for delta comparisons on events of type data-changed, data-modified, and data-deleted which will always have the same type.","Need to be able to formally describe the triggering criteria.","","","","","","","",,,,,"",,,,"TriggerDefinition.condition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition","PlanDefinition.action.condition","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Whether or not the action is applicable","An expression that describes applicability criteria or start/stop conditions for the action.","When multiple conditions of the same kind are present, the effects are combined using AND semantics, so the overall condition is true only if all the conditions are true.","","","","","","","","",,,,,"",,,,"PlanDefinition.action.condition",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.id","PlanDefinition.action.condition.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.extension","PlanDefinition.action.condition.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.modifierExtension","PlanDefinition.action.condition.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.kind","PlanDefinition.action.condition.kind","","","",1,1,"Y","","","code {[]} {[]}
","applicability | start | stop","The kind of condition.","Applicability criteria are used to determine immediate applicability when a plan definition is applied to a given context. Start and stop criteria are carried through application and used to describe enter/exit criteria for an action.","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""applicability""/>","","","","",,"required","Defines the kinds of conditions that can appear on actions.","http://hl7.org/fhir/ValueSet/action-condition-kind|4.0.1","",,,,"PlanDefinition.action.condition.kind",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression","PlanDefinition.action.condition.expression","","","",0,1,"Y","","","Expression {[]} {[]}
","Boolean-valued expression","An expression that returns true or false, indicating whether the condition is satisfied.","The expression may be inlined or may be a reference to a named expression within a logic library referenced by the library element.","","","","","","","","",,,,,"",,,,"PlanDefinition.action.condition.expression",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.id","PlanDefinition.action.condition.expression.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.extension","PlanDefinition.action.condition.expression.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.description","PlanDefinition.action.condition.expression.description","","","",0,1,"","","Y","string {[]} {[]}
","Natural language description of the condition","A brief, natural language description of the condition that effectively communicates the intended semantics.","","","","","","","","","",,,,,"",,,,"Expression.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.name","PlanDefinition.action.condition.expression.name","","","",0,1,"","","Y","id {[]} {[]}
","Short name assigned to expression for reuse","A short name assigned to the expression to allow for multiple reuse of the expression in the context where it is defined.","","","","","","","","","",,,,,"",,,,"Expression.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.language","PlanDefinition.action.condition.expression.language","","","",1,1,"Y","","Y","code {[]} {[]}
","text/cql | text/fhirpath | application/x-fhir-query | etc.","The media type of the language for the expression.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""text/fhirpath""/>","","","","",,"extensible","The media type of the expression language.","http://hl7.org/fhir/ValueSet/expression-language","",,,,"Expression.language",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.expression","PlanDefinition.action.condition.expression.expression","","","",0,1,"","","Y","string {[]} {[]}
","Expression in specified language","An expression in the specified language that returns a value.","","","","","","","","","",,,,,"",,,,"Expression.expression",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.condition.expression.reference","PlanDefinition.action.condition.expression.reference","","","",0,1,"","","Y","uri {[]} {[]}
","Where the expression is found","A URI that defines where the expression is found.","If both a reference and an expression is found, the reference SHALL point to the same expression.","","","","","","","","",,,,,"",,,,"Expression.reference",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.input","PlanDefinition.action.input","","","",0,*,"Y","","","DataRequirement {[]} {[]}
","Input data requirements","Defines input data requirements for the action. Required data is accessible via a context variable named `%[id]` using the `id` of the input data requirement","","","","","","","","","",,,,,"",,,,"PlanDefinition.action.input",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.input.id","PlanDefinition.action.input.id","","","",1,1,"Y","","","string {[]} {[]}
","Unique id for inter-element referencing","The id of the input requirement, allowing the data to be referenced via a context variable named `%[id]`","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"resp-net-plandefinition","PlanDefinition.action:createReport.input.extension","PlanDefinition.action.input.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.input.extension:defaultQuery","PlanDefinition.action.input.extension","defaultQuery","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/us/medmorph/StructureDefinition/us-ph-fhirquerypattern-extension]]} {[]}
","US Public Health FHIR Query Pattern Extension","What FHIR query pattern?","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.input.extension:relatedDataId","PlanDefinition.action.input.extension","relatedDataId","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/us/medmorph/StructureDefinition/us-ph-relateddata-extension]]} {[]}
","US Public Health Related Data Extension","Points to an existing input or output element that provides data to this input or results as output for the action.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.action:createReport.input.type","PlanDefinition.action.input.type","","","",1,1,"Y","","Y","code {[]} {[]}
","The type of the required data","The type of the required data, specified as the type name of a resource. For profiles, this value is set to the type of the base resource of the profile.","","","","","","","","","",,"required","A list of all the concrete types defined in this version of the FHIR specification - Abstract Types, Data Types and Resource Types.","http://hl7.org/fhir/ValueSet/all-types|4.0.1","",,,,"DataRequirement.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.action:createReport.input.profile","PlanDefinition.action.input.profile","","","",0,*,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/StructureDefinition]]}
","The profile of the required data","The profile of the required data, specified as the uri of the profile definition.","","","","","","","","","",,,,,"",,,,"DataRequirement.profile",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
